year,id_,marital,race,rincome,partyid,relig,denom
2006.0,1202.0,Married,Other,$25000 or more,"Ind,near dem",None,Not applicable
2006.0,1203.0,Married,White,$4000 to 4999,Independent,Catholic,Not applicable
2006.0,1204.0,Married,White,$20000 - 24999,Not str republican,None,Not applicable
2006.0,1205.0,Married,White,Not applicable,Strong democrat,Catholic,Not applicable
2006.0,1206.0,Married,White,$25000 or more,Not str republican,None,Not applicable
2006.0,1207.0,Married,Other,$25000 or more,Strong republican,Catholic,Not applicable
2006.0,1208.0,Married,White,$15000 - 19999,Strong republican,Protestant,United pres ch in us
2006.0,1209.0,Married,White,Not applicable,Strong republican,Protestant,Luth ch in america
2006.0,1210.0,Widowed,White,Not applicable,Strong democrat,Catholic,Not applicable
2006.0,1211.0,Divorced,White,$25000 or more,Independent,Christian,No denomination
2006.0,1212.0,Divorced,White,$25000 or more,Strong democrat,Other,Not applicable
2006.0,1213.0,Married,White,Not applicable,Independent,Catholic,Not applicable
2006.0,1214.0,Married,White,Not applicable,"Ind,near rep",Protestant,Am lutheran
2006.0,1215.0,Never married,White,$25000 or more,"Ind,near dem",Christian,No denomination
2006.0,1216.0,Never married,White,$10000 - 14999,Independent,Protestant,Other
2006.0,1217.0,Married,White,Not applicable,Strong democrat,Catholic,Not applicable
2006.0,1218.0,Divorced,White,$25000 or more,Not str democrat,Protestant,Am lutheran
2006.0,1219.0,Never married,Other,Not applicable,Independent,Protestant,Baptist-dk which
2006.0,1220.0,Married,White,$25000 or more,Independent,Catholic,Not applicable
2006.0,1221.0,Married,White,$25000 or more,Strong republican,Catholic,Not applicable
2006.0,1222.0,Divorced,White,$25000 or more,Strong democrat,Protestant,No denomination
2006.0,1223.0,Married,White,Not applicable,Strong republican,Protestant,Other
2006.0,1224.0,Widowed,White,Not applicable,"Ind,near rep",No answer,No answer
2006.0,1225.0,Married,White,$25000 or more,"Ind,near dem",Protestant,No denomination
2006.0,1226.0,Married,White,Not applicable,Strong republican,Protestant,Other baptists
2006.0,1227.0,Married,White,Not applicable,Not str republican,Protestant,Luth ch in america
2006.0,1228.0,Never married,White,$25000 or more,"Ind,near rep",Christian,No denomination
2006.0,1229.0,Separated,Other,$4000 to 4999,Not str democrat,Catholic,Not applicable
2006.0,1230.0,Married,White,$25000 or more,Not str republican,Catholic,Not applicable
2006.0,1231.0,Married,White,Not applicable,Not str republican,Protestant,United methodist
2006.0,1232.0,Widowed,White,Not applicable,Strong republican,Protestant,No denomination
2006.0,1233.0,Divorced,White,$3000 to 3999,Strong republican,Catholic,Not applicable
2006.0,1234.0,Never married,White,$7000 to 7999,Not str democrat,Christian,No denomination
2006.0,1235.0,Never married,White,$15000 - 19999,"Ind,near dem",Catholic,Not applicable
2006.0,1236.0,Never married,White,$15000 - 19999,"Ind,near dem",None,Not applicable
2006.0,1237.0,Divorced,Other,$25000 or more,Not str republican,Protestant,Other
2006.0,1238.0,Separated,White,$20000 - 24999,Strong democrat,None,Not applicable
2006.0,1239.0,Never married,Black,Not applicable,Not str democrat,Protestant,Other
2006.0,1240.0,Divorced,White,$25000 or more,"Ind,near dem",Christian,No denomination
2006.0,1241.0,Married,White,Refused,Strong republican,Protestant,"Presbyterian, merged"
2006.0,1242.0,Divorced,White,$10000 - 14999,Strong democrat,Protestant,Am lutheran
2006.0,1243.0,Divorced,White,$25000 or more,Not str democrat,Christian,No denomination
2006.0,1244.0,Divorced,White,$10000 - 14999,Independent,None,Not applicable
2006.0,1245.0,Married,White,$25000 or more,"Ind,near dem",Catholic,Not applicable
2006.0,1246.0,Separated,White,$3000 to 3999,Strong democrat,Protestant,United methodist
2006.0,1247.0,Married,Black,Not applicable,Strong democrat,Protestant,Other
2006.0,1248.0,Married,White,$10000 - 14999,Not str democrat,Catholic,Not applicable
2006.0,1249.0,Married,White,$25000 or more,Strong democrat,Catholic,Not applicable
2006.0,1250.0,Never married,White,$20000 - 24999,Strong democrat,Catholic,Not applicable
2006.0,1251.0,Never married,White,$20000 - 24999,Independent,None,Not applicable
2006.0,1252.0,Married,White,$25000 or more,Not str republican,Protestant,No denomination
2006.0,1253.0,Married,White,Not applicable,Other party,Protestant,Lutheran-dk which
2006.0,1254.0,Married,Other,Not applicable,Independent,Hinduism,Not applicable
2006.0,1255.0,Divorced,White,Not applicable,Independent,None,Not applicable
2006.0,1256.0,Separated,Other,Refused,Independent,None,Not applicable
2006.0,1257.0,Never married,Other,$25000 or more,"Ind,near dem",None,Not applicable
2006.0,1258.0,Never married,White,Not applicable,Not str democrat,None,Not applicable
2006.0,1259.0,Never married,White,$20000 - 24999,Strong democrat,None,Not applicable
2006.0,1260.0,Married,Other,Not applicable,Independent,Protestant,Other
2006.0,1261.0,Never married,White,Refused,Independent,None,Not applicable
2006.0,1262.0,Married,White,$25000 or more,Not str republican,Protestant,Presbyterian c in us
2006.0,1263.0,Married,White,Refused,Not str democrat,Jewish,Not applicable
2006.0,1264.0,Never married,White,$25000 or more,Not str republican,None,Not applicable
2006.0,1265.0,Divorced,White,Refused,Independent,Protestant,Evangelical luth
2006.0,1266.0,Divorced,White,$10000 - 14999,Strong republican,Christian,No denomination
2006.0,1267.0,Married,White,$25000 or more,Independent,Catholic,Not applicable
2006.0,1268.0,Never married,White,$25000 or more,Not str republican,Protestant,Evangelical luth
2006.0,1269.0,Married,White,Not applicable,Independent,Protestant,United methodist
2006.0,1270.0,Married,White,$25000 or more,Not str republican,None,Not applicable
2006.0,1271.0,Widowed,White,$20000 - 24999,Not str republican,Protestant,Lutheran-mo synod
2006.0,1272.0,Married,White,Not applicable,"Ind,near rep",Protestant,Methodist-dk which
2006.0,1273.0,Separated,Black,Not applicable,Strong democrat,Protestant,Southern baptist
2006.0,1274.0,Married,White,$7000 to 7999,Not str republican,Protestant,Other
2006.0,1275.0,Married,White,$25000 or more,Not str republican,Protestant,Lutheran-mo synod
2006.0,1276.0,Never married,White,$25000 or more,"Ind,near dem",Christian,No denomination
2006.0,1277.0,Divorced,White,$25000 or more,"Ind,near rep",Protestant,Other
2006.0,1278.0,Divorced,White,Not applicable,Not str democrat,Jewish,Not applicable
2006.0,1279.0,Married,White,$25000 or more,Not str republican,Protestant,United methodist
2006.0,1280.0,Married,White,$25000 or more,"Ind,near rep",Catholic,Not applicable
2006.0,1281.0,Married,White,$25000 or more,Strong republican,Protestant,Other
2006.0,1282.0,Married,Other,$25000 or more,Strong republican,Catholic,Not applicable
2006.0,1283.0,Married,White,$25000 or more,"Ind,near dem",Catholic,Not applicable
2006.0,1284.0,Never married,Black,$4000 to 4999,Strong democrat,Protestant,Other
2006.0,1285.0,Never married,White,$10000 - 14999,Independent,Catholic,Not applicable
2006.0,1286.0,Married,White,Not applicable,Not str democrat,Protestant,Am lutheran
2006.0,1287.0,Divorced,White,$25000 or more,"Ind,near dem",Protestant,Am lutheran
2006.0,1288.0,Married,White,$25000 or more,Other party,None,Not applicable
2006.0,1289.0,Never married,White,$25000 or more,Strong democrat,Catholic,Not applicable
2006.0,1290.0,Never married,White,$25000 or more,Not str democrat,None,Not applicable
2006.0,1291.0,Widowed,White,Not applicable,"Ind,near dem",Protestant,Other
2006.0,1292.0,Married,White,Not applicable,"Ind,near rep",Protestant,United methodist
2006.0,1293.0,Married,White,Refused,"Ind,near rep",Catholic,Not applicable
2006.0,1294.0,Never married,White,Not applicable,Strong republican,Protestant,Episcopal
2006.0,1295.0,Separated,Black,$1000 to 2999,Strong democrat,Protestant,Other
2006.0,1296.0,Married,White,Not applicable,Strong democrat,Catholic,Not applicable
2006.0,1297.0,Married,White,$25000 or more,"Ind,near dem",Protestant,United methodist
2006.0,1298.0,Never married,White,$10000 - 14999,"Ind,near dem",Protestant,Lutheran-mo synod
2006.0,1299.0,Married,White,Refused,Independent,Protestant,Other
2006.0,1300.0,Married,White,Not applicable,"Ind,near rep",Catholic,Not applicable
2006.0,1301.0,Married,White,$25000 or more,"Ind,near dem",Protestant,Am lutheran
2006.0,1302.0,Married,White,$25000 or more,Independent,Protestant,Baptist-dk which
2006.0,1303.0,Married,White,$25000 or more,"Ind,near rep",Protestant,Am lutheran
2006.0,1304.0,Married,White,Not applicable,Not str democrat,Catholic,Not applicable
2006.0,1305.0,Never married,White,$15000 - 19999,Not str democrat,Protestant,United methodist
2006.0,1306.0,Married,White,$25000 or more,Not str republican,Catholic,Not applicable
2006.0,1307.0,Married,White,$1000 to 2999,Not str republican,Protestant,"Presbyterian, merged"
2006.0,1308.0,Married,White,Not applicable,Independent,Catholic,Not applicable
2006.0,1309.0,Married,White,$25000 or more,Strong republican,Protestant,United methodist
2006.0,1310.0,Never married,Black,$8000 to 9999,Not str republican,Protestant,Nat bapt conv of am
2006.0,1311.0,Married,White,$20000 - 24999,Not str democrat,Protestant,No denomination
2006.0,1312.0,Divorced,Black,$10000 - 14999,Independent,Catholic,Not applicable
2006.0,1313.0,Widowed,Black,$25000 or more,Strong democrat,Protestant,No denomination
2006.0,1314.0,Widowed,White,Not applicable,Strong democrat,Protestant,Other
2006.0,1315.0,Never married,Other,Not applicable,Not str democrat,Catholic,Not applicable
2006.0,1316.0,Married,White,Not applicable,Strong republican,Protestant,United methodist
2006.0,1317.0,Married,Black,$15000 - 19999,Independent,Protestant,Afr meth ep zion
2006.0,1318.0,Never married,Other,$3000 to 3999,Independent,Protestant,Southern baptist
2006.0,1319.0,Married,White,Not applicable,"Ind,near rep",Protestant,United methodist
2006.0,1320.0,Married,White,$20000 - 24999,Not str republican,Protestant,Other
2006.0,1321.0,Married,White,Refused,"Ind,near dem",Protestant,Other
2006.0,1322.0,Divorced,Black,$8000 to 9999,"Ind,near dem",Protestant,No denomination
2006.0,1323.0,Divorced,White,Not applicable,"Ind,near rep",Protestant,No denomination
2006.0,1324.0,Never married,White,$20000 - 24999,Strong republican,Protestant,Other
2006.0,1325.0,Divorced,White,Not applicable,Strong democrat,Protestant,Southern baptist
2006.0,1326.0,Never married,Black,$25000 or more,Not str democrat,Protestant,No denomination
2006.0,1327.0,Married,White,Not applicable,Independent,Protestant,No denomination
2006.0,1328.0,Divorced,White,Not applicable,"Ind,near rep",Protestant,Southern baptist
2006.0,1329.0,Married,White,$25000 or more,"Ind,near dem",Protestant,No denomination
2006.0,1330.0,Widowed,White,$25000 or more,Not str democrat,Protestant,Baptist-dk which
2006.0,1331.0,Divorced,White,Not applicable,Not str democrat,Protestant,Other
2006.0,1332.0,Separated,White,$25000 or more,Strong democrat,Protestant,Lutheran-mo synod
2006.0,1333.0,Married,White,$25000 or more,Strong republican,Protestant,Other
2006.0,1334.0,Never married,Black,$1000 to 2999,Not str democrat,Protestant,Don't know
2006.0,1335.0,Married,White,$25000 or more,Strong republican,Protestant,Southern baptist
2006.0,1336.0,Divorced,White,$25000 or more,Independent,Protestant,United methodist
2006.0,1337.0,Married,White,$10000 - 14999,Independent,Protestant,Baptist-dk which
2006.0,1338.0,Separated,Black,$10000 - 14999,Strong democrat,Protestant,Other
2006.0,1339.0,Divorced,Black,Not applicable,Strong democrat,Protestant,Other
2006.0,1340.0,Never married,White,$25000 or more,Strong democrat,Protestant,Episcopal
2006.0,1341.0,Never married,White,$25000 or more,Strong republican,Protestant,United methodist
2006.0,1342.0,Married,White,Not applicable,Not str democrat,Jewish,Not applicable
2006.0,1343.0,Divorced,White,$25000 or more,Strong republican,Protestant,Episcopal
2006.0,1344.0,Married,White,$8000 to 9999,"Ind,near dem",Protestant,Episcopal
2006.0,1345.0,Never married,Other,$25000 or more,Not str democrat,Hinduism,Not applicable
2006.0,1346.0,Married,White,$25000 or more,Not str republican,Protestant,Southern baptist
2006.0,1347.0,Never married,White,$25000 or more,Independent,Protestant,Lutheran-mo synod
2006.0,1348.0,Never married,Black,$25000 or more,Not str republican,Protestant,No denomination
2006.0,1349.0,Never married,Black,$15000 - 19999,Strong democrat,Protestant,Southern baptist
2006.0,1350.0,Never married,Black,Not applicable,Strong democrat,Protestant,Southern baptist
2006.0,1351.0,Divorced,Black,$25000 or more,Not str democrat,Protestant,Am baptist asso
2006.0,1352.0,Married,Black,Not applicable,Independent,Protestant,Southern baptist
2006.0,1353.0,Married,Other,Not applicable,Strong republican,Catholic,Not applicable
2006.0,1354.0,Married,Black,Not applicable,Strong democrat,Protestant,Baptist-dk which
2006.0,1355.0,Never married,Other,$25000 or more,Independent,Hinduism,Not applicable
2006.0,1356.0,Never married,Other,Not applicable,Not str democrat,Catholic,Not applicable
2006.0,1357.0,Married,White,$25000 or more,Not str republican,Protestant,Other presbyterian
2006.0,1358.0,Married,White,$25000 or more,Strong republican,Protestant,Other methodist
2006.0,1359.0,Never married,White,$25000 or more,Independent,Protestant,Other
2006.0,1360.0,Married,White,$25000 or more,Independent,None,Not applicable
2006.0,1361.0,Married,White,$25000 or more,Strong republican,Protestant,Southern baptist
2006.0,1362.0,Never married,White,$25000 or more,Independent,Protestant,Southern baptist
2006.0,1363.0,Married,White,Not applicable,Not str democrat,Protestant,Other
2006.0,1364.0,Married,White,$20000 - 24999,Strong republican,Protestant,Other
2006.0,1365.0,Divorced,White,$3000 to 3999,Not str republican,Protestant,Southern baptist
2006.0,1366.0,No answer,White,Not applicable,Strong republican,Protestant,Other
2006.0,1367.0,Widowed,White,Not applicable,Strong democrat,Protestant,Other
2006.0,1368.0,Married,White,$10000 - 14999,Not str republican,Protestant,Southern baptist
2006.0,1369.0,Never married,White,$20000 - 24999,Not str republican,Protestant,Southern baptist
2006.0,1370.0,Widowed,White,Not applicable,Not str republican,Protestant,United methodist
2006.0,1371.0,Married,White,$20000 - 24999,Independent,Protestant,Southern baptist
2006.0,1372.0,Never married,White,$25000 or more,Not str republican,Protestant,Other
2006.0,1373.0,Widowed,White,$3000 to 3999,Not str democrat,Protestant,United methodist
2006.0,1374.0,Divorced,White,$15000 - 19999,"Ind,near dem",Protestant,Southern baptist
2006.0,1375.0,Married,White,$25000 or more,"Ind,near rep",Protestant,Am baptist asso
2006.0,1376.0,Married,White,$15000 - 19999,Independent,Protestant,Other
2006.0,1377.0,Married,White,$25000 or more,Not str republican,Protestant,Southern baptist
2006.0,1378.0,Married,White,$25000 or more,Strong republican,Protestant,Other
2006.0,1379.0,Married,White,$25000 or more,Strong republican,Protestant,Other
2006.0,1380.0,Never married,White,$25000 or more,Not str democrat,Protestant,No denomination
2006.0,1381.0,Separated,White,Not applicable,"Ind,near rep",Protestant,Southern baptist
2006.0,1382.0,Married,White,$20000 - 24999,"Ind,near dem",Protestant,Other baptists
2006.0,1383.0,Married,White,$25000 or more,Not str republican,Protestant,Other
2006.0,1384.0,Married,White,Not applicable,Not str republican,Protestant,United methodist
2006.0,1385.0,Married,White,Refused,Strong republican,Catholic,Not applicable
2006.0,1386.0,Married,White,$25000 or more,Not str democrat,Catholic,Not applicable
2006.0,1387.0,Married,White,$25000 or more,Not str republican,Protestant,Baptist-dk which
2006.0,1388.0,Married,White,Not applicable,"Ind,near dem",Protestant,Other
2006.0,1389.0,Married,White,$25000 or more,"Ind,near dem",None,Not applicable
